Date,Hotel,Title,Review,Sentiment
10/8/2009,can_quebec_montreal_hotel_nelligan,Charming hotel that I would return to again and again.,"Hotel Nelligan is located in the Old City of Montreal. The staff was friendly and very helpful. The rooms were elegant, comfortable and clean. I had a small issue with the location of the TV compared to the bed but it could certainly be overlooked. Morning breakfast was delicious and complementary evening wine and cheese was a delight. Highly recommended for couples, business or leisure. Not handicapped accessible but neither was anything else on the cobblestone streets of Old Montreal.",
9/29/2009,can_quebec_montreal_hotel_nelligan,Gorgeous hotel excellent location in the old town,"This hotel was lovely, really well put together. Downside was that the whirlpool bath didn't work and was't fixed while we were there despite highlighting it twice. We were offered a room change the second time, but it was our last night so we didn't bother. When we mentioned this at check out they offered to wave the phone charges on the room ($10) with abit more pushing they only charged us for a basic room which was fine, but should have been their first offer in my opinion. Other than that a lovely experience. The continental breakfast had everything you would expect and the bagels were particularly good. We ate at the restaurant and it was pretty nice, food and service wer excellent, we would go there again.",
9/23/2009,can_quebec_montreal_hotel_nelligan,Totally satisfied!,I just returned from a 3 night stay at the Hotel Nelligan. It was more than I expected! Everyone was friendly &amp; more than helpful. It had a very warm ambiance &amp; I felt so comfortable.We had a double room &amp; it was very tastefully decorated. We were facing the street &amp; there was never a problem with noise. The bathroom was spacious &amp; the products were heavenly!I would not hesitate to stay here again!,
9/9/2009,can_quebec_montreal_hotel_nelligan,An enchanting time in Old Montreal at the Hotel Nelligan,"If you're looking for a romantic hotel in Old Montreal (the historic center of the city) with a bit of boutique hipness and Euro style to it, Hotel Nelligan is a great choice. There's a reason why Hotel Nelligan consistently scores the highest marks on Trip Advisor and gets rave reviews in travel magazines -- every aspect of our stay was fantastic, from the romantic rooms to the sky terrace to the service. Best of all, the hotel is located on a cobblestone, very European-feeling street, close by to some of the city's main tourist attractions. That being said, the hotel didn't feel &quot;touristy&quot; at all. The name of the hotel comes from Emile Nelligan, a famous Quebec poet, and there are constant reminders about Ms. Nelligan throughout the hotel. Three great restaurant locations are attached to the hotel as well - Verses, Sky Terrace and Mechant Boeuf Brasserie (order the poutine!).",
9/6/2009,can_quebec_montreal_hotel_nelligan,Great stay despite some service issues,"Reviews here and on other sites accurately reflected our experience at the Nelligan. For a boutique hotel in a historic district, the Nelligan was very comfortable, quiet, and had nice charm. Many personal touches make this property seem like a great value in retrospect -- nightly wine and cheese hour, daily cont. breakfast, great bath amenities, fabulous bedding, etc. The downsides here were service-oriented and the issues we experienced seemed consistent with those expressed by other reviewers here. It was disappointing given we enjoyed the hotel so much but had to be patient with some issues that other hotels nail as a given at this price level. The few, basic inquiries we made of the staff were hit or miss on execution. Here are some examples: - We called down for ice on three occassions and it never showed up, so we just stopped calling....yet, other requests like wake-up calls were fine.- Upon our arrival with baggage, the bell staff (several of them) just stood around talking to each other and other guests, and ignored us as we struggled with getting in the front doors.....yet, at other times, bell staff went beyond the call to locate taxis for us down the street.- The rooftop terrace was a fantastic way to spend a sunset, which we did on each night, and loved it, but the service was horrendous to the point it became a comedy. They knew how to make only the drinks on the menu, and any request beyond that was literally discouraged by the waitresses (&quot;oh, the bartenders probably don't even know what that is, can you just choose something off the menu&quot;). While the wine list offered some nice glasses of wine at $10 to $20 a glass, one of the many glasses we ordered came corked and rancid smelling. We politely asked for a replacement glass, and the waitress wanted to have a long debate with us on the matter and try and convince us it was fine.- there appeared to be no service elevator at the hotel because day and night, the staff was shuttling push carts of food and housekeeping in and out of the elevators, cramming in with unsuspecting hotel guests. It made waits for the elevators noticibly long and frequently cramped; by day two we just started taking the stairs to avoid the hassle.- housekeeping in general in our room was very basic and inconsistent; only once did they actually seem to clean the room with cleaning products; most days, they simply made the bed and replaced towels, leaving dirty drinking glasses as they were, and surfaces hadn't been wiped down. All this said, for the few but memorable downsides, the place was really comfortable, well appointed, a solid value, and charming. We'd stay here again and recommend it to our friends without hesitation. Just be prepared for a little hit or miss service. I really hope the management will make some improvements.",
9/5/2009,can_quebec_montreal_hotel_nelligan,Love this hotel,"Beautiful rooms, extremely friendly and helpful staff. Great location and atmosphere. Old Montreal is fabulous. I plan to come back with my husband for a romantic getaway!",
8/31/2009,can_quebec_montreal_hotel_nelligan,Cozy relaxing and perfect location!,"My wife wanted a unique hotel with loads of character to spend our honemoon. Old Monteral was our destination and after some exhaustive research online she found Hotel Nelligan. We went in with very high exopectations based on reviews both here and in Fodor's. We were not dissappointed!The room was spotless, bed was very comfortable, the electric fireplace was nice touch (although slightly tacky in a Wal-Mart kind of way) and the staff was perfect. The brick walls were amazing and mostly soundproof. Our room was looking out onto the alley and wasn't that bad. I mean really, front, back atruim or alley, all windows in Old Montreal look right at the next building anyway.The location was a 5 minute walk to the Metro and there must be 30 restaurants/coffee shops/cafes or more within that radius. We went to 4 of each during our stay and review them elsewhere. We didn't take our car out of the Valet parking for all 4 days,Nelligan is afilliated with Rainspa in Place D'Armes Hotel and they arranged for 2 spa treament there for us which were very nice. We will definitely return to Hotel Nelligan in the Ffuture and will recommend it highly to any one who asks.",
8/29/2009,can_quebec_montreal_hotel_nelligan,Excellent spacious room- go to Place d'Armes for the wine and cheese,"We stayed in Rm. 303 for two nights. The room was spacious and quiet though facing the street, had a king bed, luxurious bathrobes, a fireplace you can turn on even in the summer as it throws off no heat., and jacuzzi- I gasped when my husband showed me the bathroom. It was a very comfortable room seeing as it was so muggy outside. it doesn't cost much more than an average hotel for all this elegance.You can go to the Place D'Armes, their sister hotel, for the wine and cheese reception each night- the wine is better and the presentation of the cheese, fruit and bread is much nicer; you just show your ticket.I think this would be a very nice romantic hotel for a honeymoon!",
8/26/2009,can_quebec_montreal_hotel_nelligan,WONDERFUL,"Where do I begin from the momentwe arrived it was all about the service. Attentive,warm and friendly. The room was spacious and well appointed. Clean more then comfortable. The continental breakfast was well done and plentiful. I would definitely stay here again and again 5 thumbs up",
8/23/2009,can_quebec_montreal_hotel_nelligan,Great Hotel in Old Montreal,"I just returned from a one night stay at the Hotel Nelligan.It is well located in the heart of Old Montreal. It is very close to great restaurants and art galleries.My room was very quiet, and the bed comfy. The hotel is very clean, although the carpets on the guest floors are slighly worn. The gym, although small has a nice selection of weights and cardio. My room was large, with a nice shower and jacuzzi. My room was very quiet. The hotel price is very competitive to other hotels in Montreal that I have stayed in, although the Hotel Nelligan has far more atmosphere and charm than the average downtown high rise hotel. The complimentary wine and cheese was excellent, with the staff and other guests very friendly. The breakfast in the morning was okay, although nothing special, as it had the usual selection of bread and cereal, and the coffee was slightly cold. Hotel staff was efficient, and as a repeat customer I recieved a nice note and three tasty cookies. In all, a great and relaxing night in Old Montreal.",
8/18/2009,can_quebec_montreal_hotel_nelligan,Perfect,"Beautiful rooms, wonderful service, perfect location",
8/13/2009,can_quebec_montreal_hotel_nelligan,Shame about the service,"What a great hotel. Brilliant location near the old town centre. However we were very disappointed with the service. The maid service was slow. One day we had left the room very early and stayed out for more than 5 hours. when we returned, to get out of the blazing sun and have a rest our room had not bee made up. We asked if it could be made up and were told this would happen immediately. We waited in the bar for 30 mins and when my husband went to check if it had been done, they had not even started it. Another one hour later we were still sitting there, buying drinks from their bar ofcourse.We were just so disappointed as this was meant to be out finest hotel on our long trip. They didn't even apologize afetr the event. After checking out they didn't even ask if we had enjoyed our stay. The front of house staff were a bit rude. What a shame!!",
8/8/2009,can_quebec_montreal_hotel_nelligan,C'est Magique!,A group of 6 girls stayed at this beautiful hotel in Old Montreal. The staff was wonderful. The complimentary wine and cheese and breakfast were a lovely touch. We would recommend this hotel to everyone. The rooftop restaurant was fabulous as was our waiter Joe and bartender Jimmy! What a view and an outstanding burger!Thanks for a great stay!,
8/5/2009,can_quebec_montreal_hotel_nelligan,A well orchestrated tourist trap...American Travellors Beware!!!!,We stayed at the Nelligan in Montreal on your recommendation. The first night there after a day of travel the hot tub kept going on and off all night. Sleep was impossible. There were no towels. Lights were burned out in the room and no one would fix them...The room could not be properly cooled. There was no manager at night and the 2 young guys who were there at just started at the place. All they could do was shrug their shoulders. The wireless internet did not work but eventually I could hook up with ethernet. The manager (Kevin) the next day got the tub fixed but not after much coaxing and that is all that was done. By the last day we got some lights fixed. The front desk girls were rude and disconnected. The adjustment on the bill was $50.00. If this is a luxury 5 star hotel you have reset the bar just above the ground. It is a tourist trap. Warn your consumers or get yourselves off the market as a service to others that will get trapped like us.,
8/1/2009,can_quebec_montreal_hotel_nelligan,Could not find fault with this establishment,"This was simply a very good experience all round.Hotel comfortable, staff efficient and friendly and definitely not in your face.Definitely worth a visit.",
11/8/2009,can_quebec_montreal_hotel_omni_mont_royal,Great Location View Service,"The hotel itself is elegant. First class lobby that looked really nice. The bar was not quite right (bad drinks, service, nobody there). The indoor / outdoor pool they have is great for lounging. The rooms were very spacious. Lots of room to spread out. The beds were only OK for a room this big and nice. The views of the city and surrounding area were just awesome. The service was great, we ordered room service twice and it was fast and good both times.",
11/4/2009,can_quebec_montreal_hotel_omni_mont_royal,Great Location!,"This hotel was located in the heart of downtown Montreal only a few blocks from Eaton Centre and Crescent Street. Close to everything, including the metro. Hotel staff is great. Ramzi Ben Mansour, head of the loyalty program, does an excellent job accommodating guests. The concierge had several maps of downtown Montreal along with menus of the restaurants in the area. Overall, I was very pleased with my stay at the Omni, and I would definitely stay here when in Montreal again.Traveler's tip on getting the most out of your stay: Make sure you sign up for the Omni Select-Guest loyalty program at the Omni website prior to checking in. You’ll get free wireless internet access and complimentary drinks for breakfast delivered every morning to your room.",
11/4/2009,can_quebec_montreal_hotel_omni_mont_royal,Location Location Location. Omni standards do not go past the lobby.,"The location was convenient to shooping, restaurants and a short climb to Mont Royal's summit (a must see). Staff at Omni Mont Royal were gracious and helpful. Valet parking was reasonable and convenient. The currency exchange was pricey--better off going to a bank. Lobby and small bar/restaurant were attractive and well-maintained. But be prepared to pay more taxes than you thought possible on drinks at the bar--causing an $8 beer cost about $12. Website advertised two in-house restaurants--but we never found a second. This was a former Four Seasons Hotel, but you will be underwhelmed if you are expecting grandeur.Guestrooms were shabby and rather dusty for $160/night (which was the advertised rate) thankfully we didn't pay that much. Even the bathroom was dusty. Room was an average size. Carpet was old and buckling, making it a tripping hazard. No flat screen TV's here. Pillows were the best part of the room. Gym and pool area were dated but comfortable and adequate. No high tech equipment but you could get a full workout using free weights and Universal Machine. Treadmills were old but why use a treadmill when you can run on the mountain trails up the road?! Hotel has a small spa that we did not use. The hotel has a small boutique with great evening wear if you are shopping for an occassion--but there are hundreds of other stores in the neighborhood--street level and underground.",
11/3/2009,can_quebec_montreal_hotel_omni_mont_royal,Great Location - Needs a renovation,"I booked this on priceline. Was a little worried when I saw the photos. All in all not a bad hotel. Room was large though extremely dated ( Floral curatins, CRT TV , asbestos ceiling - all very 80s). I also experienced a lot of noise from the street. Location is unbeatable to main city centre and shops. For the price I paid it was OK - but I would not pay the direct online price. Solid 3.5 star for me.",
11/3/2009,can_quebec_montreal_hotel_omni_mont_royal,OMNI Mont-Royal - Amazing!,"Just returned from my business trip (with my wife also) and found the OMNI Mont-Royal to be an amazing hotel - We will be returning again and again. (check my other reviews I am not easy to impress) From the location, the Staff who greeted us, the Room and the Dinning everything was perfect! This is the level of perfection which all other hotels should attempt to reach. If you are going to Montreal you have to stay here!",
10/24/2009,can_quebec_montreal_hotel_omni_mont_royal,Central bit dated but exceptionally clean,"We stayed here for three nights. The room was large and comfortable. The decor was dated -floral, swagged curtains and valances - but it looked literally brand new because it was so exceptionally clean and well cared for, as was the bathroom.The hotel is very central in Montreal. In one way for us this was a bad thing because it is a fair walk (but certainly walkable) to get to either the old town or the plateau, which were the places we liked the best. It is only a short taxi ride, though. Also, it is convenient for the shops, business district, and the park and university.The pool is outdoors and was well heated and usable in October. I think they may close it in winter so if you want to swim you should check.Overall we liked the hotel and would recommend it.",
10/15/2009,can_quebec_montreal_hotel_omni_mont_royal,Well priced renovation will make it 5 stars,"The Omni Mont-Royal was a nice hotel priced properly in recognition for its need of an update to make it a real luxury hotel. As usual, this hotel had the extremely comfortable Omni bedding, and the room was a nice-large size. The furnishing, wallpaper, bathrooms, and general decor is dated, but according to management the hotel will be undergoing a renovation/update soon. After this occurs I have no doubt it will be a true luxury hotel, of course they'll be able to charge more as well.Check-in desk was very friendly upon arrival, but concierge service was lacking, to say the least. When we asked for recommendations of places to eat the concierge simply gave us a print out of restaurants in the area, that's all. I think that travelers expect, especially from a self-proclaimed luxury hotel, a little higher quality of service and help from the concierge when providing suggestions to out of town guest. Any person that can do a 15 sec. Internet search could have gotten that list. IMO it is the job of the concierge to give actual recommendations of places in the area that are good, not simply hand the guest a piece of paper w/ names. Having said all that, the concierge was the only blemish on an otherwise great stay at another nice Omni property that is only going to get better.The hotel is centrally located, near Mont-Royal, the museums, McGill university and a 5 min. walk to the old city/port area. Good location.",
10/14/2009,can_quebec_montreal_hotel_omni_mont_royal,Spacious room and the perfect location,"Our room was a huge suite, more than we needed, but after reading some reviews about the suites being made over first, we decided to play it safe - with it being our 10th anniversary trip - and the cost uptick being reasonable. On the plus side: The location was stellar. We could walk to eat at many places easily, walk to the &quot;nightclub&quot; strip, but not hear it in our room. The shopping was right around the corner, and so was a hike up Mount Royal. The walk to Old Town is also very do-able. The room was nicely decorated, in a more traditional, older style. Not &quot;sexy,&quot; but nice. The beds and bed linens were wonderful and seemed new. Our double bathrooms were a nice surprise and quite large. A window that opened in the main room was nice. The closets were huge. Overall our stay was very comfortable and it is nice to know that we could go back to that room with another couple, or our children, and still have complete privacy and lots of space. On the negative: We were surprised not to find a fridge in the room, especially considering that it was a suite. We had Internet connectivity problems which created a lot of stress as we needed to tap into our email and mail our Cirque tix to the concierge to print. We were sent through a lot of loops to get help and the technology group we worked with couldn't see any problems with the signal. We wasted a couple hours with that. Then, the next morning, &quot;waa-laa: the signal was back and we got right online.&quot; It remained a mystery. Overall, a great place to stay.",
10/13/2009,can_quebec_montreal_hotel_omni_mont_royal,we were spoiled by Omni Hotel ,"My husband and I just returned from 12 days in Quebec area, and last 4 days in Montreal for a local wedding reception being held for us after our summer wedding in California. When we told the Omni we were attending our wedding reception, they registered us in their loyalty program, upgraded our room to a two room suite with a lovely view of the mountain and city!, and we felt pampered and spoiled the entire visit. Ramzi is their loyalty program director, and he was a prince. The night of our wedding reception my husband had tried to use the nearby parking lot and got lost coming back to the hotel to pick me up, and when Ramzi saw me waiting there, he refused to leave although he was already off duty, until my husband returned eventually and we were off to our reception. I also had medical items that needed refrigeration, and Ramzi got us a fridge for our suite, which helped me enormously. I have dietary needs and one day asked room service if they could toast my own wheat-free bread, which they did cheerfully and delivered to my room in a little basket. The service was perfect from everyone in the hotel, and we found ourselves online looking up where there were other Omni hotels in cities where we travel. I will be back in Montreal at least 2 or 3 times in the coming year, and hope to be able to stay at the Omni again. My only consideration is that we booked through a discount booking site online; I wish the Omni could match the discount booking sites so we could book directly with the hotel. We used hotwire which doesn't show the hotel name until after booking, but perhaps we'll try Priceline as another reviewer mentioned. Thanks Ramzi and Omni for a memorable extended honeymoon stay in Montreal.",
10/8/2009,can_quebec_montreal_hotel_omni_mont_royal,A solid performance from a good city hotel - raves for Omni loyalty program,"My impression of the hotel was driven by the amazing perks granted us by the Omni loyalty program. far from being frequent guests at this small chain, we signed up on line just days before our scheduled stay. The stay was for a friend's wedding and we were given a fair rate of about CAD159, I think. Check in was a breeze with no paperwork as we were &quot;preregistered&quot; as members of the program. Bell men and valet were friendly and efficient. The room was very spacious - I believe we had a King Dlx or something - on a high floor with views up to Mont Royale. There was a desk and table and sofa. Closet space was very good. Plenty of hangers. No mini bar - just a non-functioning refrigerator (used to be the minibar, I was told by the bellman). When informed I needed to keep some medications cold, he quickly ran for ice. It turned out that this was a big help as I would later find that the ice machines on my floor and the next THREE down were out of service. Bed is very comfortable with good sheets. The frequent guest perks continued with the daily pressing of one item of clothing (though there was an inroom iron, if needed). A complimentary bottle of Evian was also provided. And coupons for the delivery of free &quot;Morning beverages&quot; of choice and the offer of adding pastries/toast for a nominal charge. They brought a large pot of coffee and 2 large glasses of OJ and ice water each morning at exactly the time requested. membership also offered free WiFi in the room. The bathroom is fine - though a little dark and the ceiling is rather low, as I recall. I did my makeup in the bedroom area, as a result. The safe operates with a key rather than passcode, which is a little outdated, but fine). I think that a tighter security system would make me feel better about staying here alone in the future. Late one night a very shady character approached as we returned from a late dinner and then proceeded into the hotel, ahead of us, and wandered around the lobby before he spied the elevators and decided to go up. I am certain he was not a guest or even a guest of a guest- but there was no one in the valet area or front desk to report him to or to question him. A bit disconcerting. We had a drink in the bar on our way out on Friday night. I didn't think that the barstaff had the usual sense of spirit one might expect at a big city hotel watering hole. They were a little slow and disinterested. Overall, however, staff was uniformly courteous and housekeepers were friendly and cautious (no propped open doors, etc.). The pool area is quite nice and well protected from the breeze and the indoor/outdoor hot tub area was amusing. Amerispa (separate management) is the spa located in the lower level of the hotel. I had 3 different treatments here and all were good - though at the end of my facial, she tried to sell me more than $600 worth of creams with dire admonitions about the aging process - never a nice way to end a relaxing 3-hours. And that's all. Check out was easy. The location is fantastic - and there is an entrance to the underground city from directly under the hotel - which would be great for a winter weather trip. We would definitely consider staying next time we are in town and preferred it to the Sheraton, where we stayed a few years ago.",
10/8/2009,can_quebec_montreal_hotel_omni_mont_royal,Great location large rooms could use a rejuvenation.,"We stayed at the Omni for 4 nights. This hotel's greatest quality is it's location- plenty of excellent restaurants, shopping, and museums within walking distance. Try Chandelier for pizza- gorgeous inside and 2 for 1 gourmet pizzas while we were there. We stopped by a couple times! Easy walk to St. Catherine shopping. The hotel itself is not necessarily of the quality we've come to expect from domestic Omnis. The lobby is small, although welcoming. The rooms show their age, but are larger than you would expect. With a little facelift, this could be a great hotel. The service we'd received at other Omni locations was also lacking here. Usually the staff is falling over each other to make every attempt to make your stay enjoyable, well above average. The service at Mt. Royal was average, typical hotel quality. As an example, as part of their loyalty program, we received coupons for free pressings, but their pressing machine was out of order all 4 days of our visit. No attempt was made to find us an alternative. Overall, the location was excellent for a pedestrian, and if I were planning the same trip, I'd probably go back.",
10/8/2009,can_quebec_montreal_hotel_omni_mont_royal,Not a Five Star!,"I was very dissapointed with the Omni Mont Royal. I booked this hotel for a weekend getaway with a few of my friends (some of which stayed at other hotels nearly - which were cheaper and much more comfortable) and was very dissapointed when i got to the front counter and was advised we were given a room with 2 twin beds. I had booked 2 double beds (they said i had booked for 1 person only ) and was advised that due to many hotel guests changing their bookings last minute that all they had left were either 2 twin beds or 1 king bed. Even though we each got our own bed, i was definitely not impressed that a five star would even offer twin beds?! The comfort level of sleeping in a twin bed is nowhere near that of a double or even queen. I had read some of the reviews before i had gone and have to agree that the Omni needs a major facelift. The staff at the counter was very friendly as was the bellhop and valet. We had a great view of Montreal but that was about it. i would not recommend this hotel until they renovate it.",
9/19/2009,can_quebec_montreal_hotel_omni_mont_royal,Good Value - well located,"We stayed here for 2 days. The young girl who checked us in was very pleasant - though we have to say other receptionists were quite dismissive when we asked for change.Girl on conciege desk was very helpful as was the young man - though others were not and allowed people to skip ahead of me in the queue. One of the bellhops was topnotch in giving advice and even came into the lobby to help.The room was on the 24th floor and had great views over the city, it was clean and pleasant - I was a bit worried about other reviews of shabby rooms - but ours was nice if a little outdated . Linen could do with replacing though. The staff forgot to replace feather pillowa, but this was done quite promptly.The car parking was not great, with queues waiting to drop off luggage, you can park your own car without having to pay valet costs. Though we felt that some of the valet staff were keen to fetch our car and not too happy when we declined.Overall I would recommend the Omni for location and general good standard.",
9/12/2009,can_quebec_montreal_hotel_omni_mont_royal,Pleasant Hotel in a Great Location with some Minor Flaws,"I booked my ticket on Priceline for around $100/night which, for the location, is pretty good. The hotel staff were very friendly and courteous, though the entrance is a bit hectic and chaotic. There is a parking garage on the adjacent block which was a trick to find, but since Montreal has a good transit system we were able to leave the car there the entire weekend. The room was a bit aged but clean for the most part. It did smell a bit of smoke, so next time I will definitely ask for a non-smoking room. On the back of the bathroom door we found the previous guest's shorts and panties on the hook - apparently they had forgotten them and housekeeping missed them. The room and bathroom were clean though and that was the only flaw I could find. We were on the 29th floor and the view was wonderful. The bed was comfortable, the room decently sized, and the bathroom was quite nice overall. Plenty of hot water and water pressure. The location is only two blocks from the bustling St. Catherine Street.. and only one block from the nearest Metro station. It's also close to the Parc Mont Royal which offers spectacular views of Montreal and plenty of walking and hiking trails. It is also close to McGill University. For these reasons, I don't think you can get much better in terms of location. I did not try the restaurant or the bar in the hotel. I did use the gym, and it was actually quite large compared to other hotel gyms I've used. It had plenty of free weights, machines, and towels - I was very pleased. The pool was very nice and clean too, and neither were very busy when I used them. The gym was actually empty on one occasion.There was also free high-speed internet. Overall, I did enjoy my stay in the hotel. Despite some flaws, I would stay here again, as the price was reasonable and the service friendly. I would recommend this hotel to others, though I would definitely not pay more than what I paid for on Priceline.",
9/12/2009,can_quebec_montreal_hotel_omni_mont_royal,What a surprisingly delightful stay!,My wife and I just left the Omni Hotel in Montreal and were very sorry to have to leave. To say we were treated like we were family is an understatement. We were treated so well it was a shock! From the registration personal to the service employees we had a stellar experience. The staff knew the city well and gave us excellent advice both on directions to the sights and to incredible restaurants. The location of the hotel was central to all of the places we wanted to see and the metro was just a block away. We are travelers. We have been in many places all over the world. The Omni ranks at the top of our experiences. Thank you for such a pleasent time in your city!,
9/8/2009,can_quebec_montreal_hotel_omni_mont_royal,Good hotel in downtown Montreal,"We stayed on the 4th floor adjacent the elevator, which proved quite noisy throughout the night as people returned to their rooms.The room was of a decent size with good wardrobe/storage space, although would benefit from &quot;refreshing the decor&quot;. The hotels public areas seemed quite small but the service of the staff was excellent.Free internet service was good but valet parking $26.95 +tax and in-room water at $7 +tax were expensive. The hotel had a reasonably equipped gym, a hot tub and outside pool with sun loungers.",
8/23/2009,can_quebec_montreal_hotel_omni_mont_royal,Lovely time at the Omni,"This review is a from a trip to Montreal my husband and I took in 2006, when we lived in Toronto (we now live in Montreal).We had found a great deal for Montreal's Omni Hotel on Expedia - under 100$ - and one of my biggest concern was getting a run down room or lesser service because of it, as is sometimes the case when booking online with these types of web sites. Not at all! Upon our arrival the valet was courteous and friendly, immediately assisting us with our luggage, and waited for us as we checked-in. The young lady who checked us in was nothing more than gracious, and she even commented with a smile that we were appointed a beautiful room, with a great view of the city. She was right! The valet chatted us to our room, asking us where we were from, and being very generous by telling us to not hesitate to call him if we ever needed anything. He actually wrote down his name and his extension on a piece of paper! The room was just perfect and exactly what we needed.We stayed for two nights, room was perfectly cleaned on the 2nd day when we came back, and our check out went smoothly, although the staff was not as nice or friendly as the young lady who had welcomed us. In fact, I found the young man who checked us out to be rather cold (the type who machinely asks &quot;so how was your stay&quot; while looking at this screen and who doesn't really listen to your answer) but the rest of our stay was so wonderful that we didn't pay attention to this detail. Parking is very pricey, but that is to be expected, however I will add that the parking service was efficient and fast.We loved our stay and will most certainly try the Omni again, in Montreal or elsewhere.",
8/21/2009,can_quebec_montreal_hotel_omni_mont_royal,Wonderful hotel and decent rooms,My wife and I booked this hotel through priceline and were extremely happy with the rate we received. We were prepared for sub-par service as priceline customers but were met with incredible service over the phone and at check-in. As per some of the other reviews the rooms can use some updating but were still large and sufficient. With regards to Wifi as long as you sign up ahead of time as a Select Guest Member (you will start at Silver level) you can use your select guest member number to get on to the free wifi regardless of floor you are on. We were not charged for using wifi at the end of our stay. Overall the hotel and staff were excellent and we will definitely be recommending this hotel to our friends!,
8/18/2009,can_quebec_montreal_hotel_omni_mont_royal,Great Service will truly be 4 star once the rooms are updated,"My daughter and I stayed at this property for 5 days. We got an amazing rate for the stay. I read the reviews in advance and expected the need for updates in the rooms. The service was fantastic. From the moment we arrived we were well taken care of. Bernard at the valet is simply adorable. A great asset! Our bags were removed from the car without asking and they just appeared next to us upon check in. We used the concierge several times and each time they were helpful. The location is fantastic. If you are into fitness they have great facilities with plenty of equipment and you can walk up the hill to Mount Royal and get a great workout on the stairs there! There is plenty of shopping near by. The Art Museum is right down the road (and free!). Easy metro to Old Montreal where we spent a great deal of time. Yes the rooms need to be updated. But it was not gross in any way ( and I have standards). The lobby and common space was great. I don't know if it was just a slow period, but it was also very quiet. Which was fantastic! If you are a spa regular, I don't recommend the Amerispa. I was disappointed with their facilities and the girl who gave me my facial had obviously just eaten onions (eww) She also was the same person to do my pedicure. Not a good sign. She was adorable. But not good at her job.Stay here while you can. Once they renovate the prices will go back up to 4 star rates.",
8/17/2009,can_quebec_montreal_hotel_omni_mont_royal,Brilliant Stay,"Stayed here as part of my 23 day tour of New England and Canada. Everything about this hotel, apart from the cost of a bottle of water, was brilliant!Super staff, breakfast and location. This was my first stay in an Omni hotel and i will certainly be using other hotels in this group.",
11/25/2009,can_quebec_montreal_hyatt_regency_montreal,unexpected detour,"We had an unexpected detour. Montreal was not in our plans but it happens. The staff at the desk was awusume. Especially one, Ginette, she did far more that what any one expected. The hotel is on the metro and could not be better located. Thank you Ginette.",
11/21/2009,can_quebec_montreal_hyatt_regency_montreal,Deceptive,The remote battery was dead there was not sufficient wash cloths the bed wa squeekyThe service at the desk was rude and snoby The wireless is for a fee A good point were the employees at the garage friendly and helpfulI will not go back again it was very desapointing,
11/11/2009,can_quebec_montreal_hyatt_regency_montreal,Conveniently located in the heart of Montreal and great service.,The Hyatt Regency Montreal is located right in the centre of the city of Montreal. It is well connected to St. Catherine Street which is the main shopping street in Montreal which further connects one to 33 sq. kms of shopping area!The service is great and the room are spacious and comfortable.I highly recommend it to anybody visiting Montreal on business or for pleasure.,
11/10/2009,can_quebec_montreal_hyatt_regency_montreal,A NICE PLACE,"We arrived a couple of hours earlier than check in and were told that we could not check in till 3pm, which was check in time. This was an inconvenience as we had to travel the streets for 2 hours while all we wanted to do was lay down and sleep for a few hours.",
11/6/2009,can_quebec_montreal_hyatt_regency_montreal,Great hotel right downtown!,"Very nice hotel. A little confusing to find the lobby if you park in the Complexe Desjardins... but overall very nice room, great price and awesome view of &quot;Place des Arts&quot;.",
11/4/2009,can_quebec_montreal_hyatt_regency_montreal,Great Location--average hotel,"Stayed 3 nights at the Grand Regency at the end of Oct/beginning of Nov. I was there for a conference, and this was the conference hotel. The adjoining conference center is quite nice, and the hotel location is quite convenient to Old Montreal, a metro stop, etc.The hotel is a bit disappointing. My wife and I arrived the first night to discover that they didn't have a king-size bed for us after all (the reservation had guaranteed it). Instead, we were given a single double bed for the first night. After a question about this, they gave us a coupon for the breakfast buffet, but we would have rather had the promised room. Fortunately, they switched it the next day, but it took all day to do so, and they didn't move our baggage as they said they would.The breakfast and hotel bar seem outrageously priced for what you get. Both are OK in quality, but not great.Location/cleanliness: very good to excellent.I think you could find much better hotels for the price, especially if you aren't going there for a conference at that center.",
10/29/2009,can_quebec_montreal_hyatt_regency_montreal,Not one of the better Hyatts but nice enough,"Location wise, the Hyatt is front and center to Place des Arts, which is usually ground zero for the Jazz and Franco Folies festivals, which can be a good thing. Otherwise, it's location is just OK, but it is right on the Metro line. Both times I stayed there, I booked through third party booking sites. Perhaps accordingly, I had odd rooms. The shower head and tap were in a weird spot and there was no minibar, which is always annoying (I'd like to at least have the option of using it if I want to).",
10/27/2009,can_quebec_montreal_hyatt_regency_montreal,Perfect place in Montreal,Great location near Old Montreal and other popular areas like St. Catherine and St. Laurent Streets. Comfy and clean and often available on Priceline for a great price.,
10/15/2009,can_quebec_montreal_hyatt_regency_montreal,Perfect Fall Getaway,"I have been a patron of the city of Montreal for many years and have stayed in lots of hotels. However, I must tell you this hotel was fantastic in location, service and amenities! The rooms were clean and comfortable. The service at the front desk, bellman, valet, conceirge, etc. were superb. The pool area is excellent with beautiful sliding doors, giving access to a pavillion with street views. The only complaint which is really not a biggie was there was no bar service until 5:00pm?! Just wanted to have a couple cocktails but ended up headed out on St. Catherine Street and hangin in the outdoor cafes. I highly recommend this safe(parking underneath the hotel), friendly and chic hotel to anyone familiar or unfamiliar with Montreal. Please feel free to email me if you have any other questions. :)",
